datetime,liquidityProviderCount,reserve0,reserve1,reserveETH,reserveUSD,token0Price,token1Price,totalSupply,trackedReserveETH,txCount,volumeToken0,volumeToken1,volumeUSD
2020-10-02 10:10:04,0,2.486579860343552758,14.68347125993031747,29.36694251986063494,9895.308852442586693865644912984501,0.1693455053185668292209213063583299,5.905087342701154358735989782476775,6.000412223996222603,29.36694251986063494,44,18.681654226384515231,47.845211702411628794,0
2020-10-02 13:52:00,0,2.404147204852923046,246.896707727166773505,493.7934154543335470099999999999999,168164.7516739989827768484107756341,0.009737461576480906767628408399739943,102.6961690319087650182727766725038,24.116477637701184838,493.79341545433354701,276,23.640645599773896324,325.809977283234344428,0
2020-10-02 17:47:07,0,5.05022109930292074,392.377836260564109326,784.755672521128218652,270137.3866229129806454495756513107,0.01287081132673673558448864609759188,77.69517978425218011852460664948072,43.903135305563305165,784.7556725211282186520000000000002,696,33.223519688761063594,950.144464571385509777,0
2020-10-02 21:27:41,0,6.557845612391013014,377.362656262293156739,754.725312524586313478,260268.9362474717244556617271660986,0.01737809903434868912984785314126481,57.543693244206375471300349223432,49.020777799136037723,754.7253125245863134779999999999999,882,36.442103514444565974,1180.792720347291154849,0
2020-10-03 01:18:42,0,8.565565603056281082,516.86746690105904805,1033.7349338021180961,355606.3220777265773061586557615016,0.01657207340677129094807437571289991,60.34247951082593652427226475341381,65.55776977981185795,1033.7349338021180961,1255,37.18790410084250321,1224.942363167391731194,0
2020-10-03 05:13:21,0,11.277964911822231961,628.672863931316890366,1257.345727862633780732,435480.4741186707811957617068941906,0.01793932195720533020770935828225166,55.74346691505527687764726361361297,82.941141872832909957,1257.345727862633780732,1680,38.939378993095309345,1333.127204850404651557,35328.29970224151929154035492914066
2020-10-03 08:50:32,0,12.990941307412730706,694.663804192118699637,1389.327608384237399274,480445.7350834348528874574893363302,0.0187010482322754067631922150920077,53.47293839251957879870674479397732,93.567426235463282859,1389.327608384237399274,1915,39.413607646124721831,1358.856051482425789242,44229.27312466457710610561482275881
2020-10-03 12:37:11,0,14.474359401988583859,765.301777628717335169,1530.603555257434670338,528190.9687746168013666110376611239,0.0189132703269516685568966418143438,52.87292904469230478639853264112396,103.642783972661645859,1530.603555257434670338,2172,41.384320435314711298,1466.433463336206443025,81427.13069648348838121315200843973
2020-10-03 16:24:29,0,15.320737004296912495,834.766987085936138915,1669.53397417187227783,577664.7010470899177015793719532379,0.01835330965564370111689933431336498,54.48608554874443684510484696385889,111.348106242120091544,1669.53397417187227783,2425,42.808276133835993212,1545.426217914380795467,108722.575826916490345562382550207
2020-10-03 20:10:01,0,16.956153768113784571,881.94506221689786742,1763.89012443379573484,615835.7074242849425692371336568163,0.01922586167157851400853209140872404,52.01327342733847513765744424538693,120.399246921888274313,1763.89012443379573484,2699,43.32598499030774942,1572.971035572497778374,118277.6216030347166834101195735689
2020-10-03 23:53:21,0,17.732742413423756413,917.418426977668882118,1834.836853955337764236,635894.2923005941198139733732080127,0.01932895818524407473752533883419119,51.73584579242404662574744430349429,125.576512212928784206,1834.836853955337764236,2864,43.395106168908492255,1576.546687902085039721,119519.9751276559288754241255148965
